period,respondent,respondent-name,type,type-name,value,value-units
2023-11-08T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39750,megawatthours
2023-11-08T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39349,megawatthours
2023-11-08T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39739,megawatthours
2023-11-08T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40785,megawatthours
2023-11-08T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42246,megawatthours
2023-11-08T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44443,megawatthours
2023-11-08T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47347,megawatthours
2023-11-08T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50216,megawatthours
2023-11-08T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52135,megawatthours
2023-11-08T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53505,megawatthours
2023-11-08T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54891,megawatthours
2023-11-08T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55029,megawatthours
2023-11-07T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56230,megawatthours
2023-11-07T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56710,megawatthours
2023-11-07T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55834,megawatthours
2023-11-07T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54401,megawatthours
2023-11-07T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52335,megawatthours
2023-11-07T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50196,megawatthours
2023-11-07T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48069,megawatthours
2023-11-07T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46335,megawatthours
2023-11-07T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44718,megawatthours
2023-11-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43305,megawatthours
2023-11-07T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42092,megawatthours
2023-11-07T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39692,megawatthours
2023-11-07T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38171,megawatthours
2023-11-07T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37806,megawatthours
2023-11-07T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38231,megawatthours
2023-11-07T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39103,megawatthours
2023-11-07T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40408,megawatthours
2023-11-07T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42572,megawatthours
2023-11-07T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45280,megawatthours
2023-11-07T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48268,megawatthours
2023-11-07T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50068,megawatthours
2023-11-07T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51262,megawatthours
2023-11-07T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52003,megawatthours
2023-11-07T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51319,megawatthours
2023-11-06T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52257,megawatthours
2023-11-06T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52643,megawatthours
2023-11-06T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52272,megawatthours
2023-11-06T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51439,megawatthours
2023-11-06T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50434,megawatthours
2023-11-06T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48778,megawatthours
2023-11-06T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47359,megawatthours
2023-11-06T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46246,megawatthours
2023-11-06T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44615,megawatthours
2023-11-06T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43440,megawatthours
2023-11-06T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42195,megawatthours
2023-11-06T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39420,megawatthours
2023-11-06T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37622,megawatthours
2023-11-06T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37074,megawatthours
2023-11-06T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37251,megawatthours
2023-11-06T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37907,megawatthours
2023-11-06T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39005,megawatthours
2023-11-06T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40727,megawatthours
2023-11-06T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43002,megawatthours
2023-11-06T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45514,megawatthours
2023-11-06T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47218,megawatthours
2023-11-06T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48379,megawatthours
2023-11-06T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48507,megawatthours
2023-11-06T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47126,megawatthours
2023-11-05T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47682,megawatthours
2023-11-05T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48501,megawatthours
2023-11-05T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47989,megawatthours
2023-11-05T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47123,megawatthours
2023-11-05T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45858,megawatthours
2023-11-05T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44350,megawatthours
2023-11-05T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42854,megawatthours
2023-11-05T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41503,megawatthours
2023-11-05T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39927,megawatthours
2023-11-05T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38071,megawatthours
2023-11-05T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36829,megawatthours
2023-11-05T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36063,megawatthours
2023-11-05T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,35558,megawatthours
2023-11-05T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,35496,megawatthours
2023-11-05T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,35705,megawatthours
2023-11-05T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36293,megawatthours
2023-11-05T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37221,megawatthours
2023-11-05T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38592,megawatthours
2023-11-05T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40398,megawatthours
2023-11-05T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42079,megawatthours
2023-11-05T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43804,megawatthours
2023-11-05T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44995,megawatthours
2023-11-05T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46000,megawatthours
2023-11-05T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45729,megawatthours
2023-11-04T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46140,megawatthours
2023-11-04T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46113,megawatthours
2023-11-04T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45263,megawatthours
2023-11-04T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44481,megawatthours
2023-11-04T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44007,megawatthours
2023-11-04T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43471,megawatthours
2023-11-04T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43183,megawatthours
2023-11-04T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42732,megawatthours
2023-11-04T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42016,megawatthours
2023-11-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40757,megawatthours
2023-11-04T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39509,megawatthours
2023-11-04T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38087,megawatthours
2023-11-04T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36790,megawatthours
2023-11-04T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36167,megawatthours
2023-11-04T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36092,megawatthours
2023-11-04T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,36367,megawatthours
2023-11-04T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,37298,megawatthours
2023-11-04T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38503,megawatthours
2023-11-04T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40187,megawatthours
2023-11-04T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41934,megawatthours
2023-11-04T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43418,megawatthours
2023-11-04T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44509,megawatthours
2023-11-04T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45215,megawatthours
2023-11-04T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44686,megawatthours
2023-11-03T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44773,megawatthours
2023-11-03T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44795,megawatthours
2023-11-03T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44227,megawatthours
2023-11-03T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43932,megawatthours
2023-11-03T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43739,megawatthours
2023-11-03T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43733,megawatthours
2023-11-03T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44198,megawatthours
2023-11-03T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45005,megawatthours
2023-11-03T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46083,megawatthours
2023-11-03T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47075,megawatthours
2023-11-03T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46977,megawatthours
2023-11-03T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45184,megawatthours
2023-11-03T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42013,megawatthours
2023-11-03T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40101,megawatthours
2023-11-03T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39261,megawatthours
2023-11-03T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38895,megawatthours
2023-11-03T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39268,megawatthours
2023-11-03T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39931,megawatthours
2023-11-03T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41105,megawatthours
2023-11-03T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42742,megawatthours
2023-11-03T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44595,megawatthours
2023-11-03T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45413,megawatthours
2023-11-03T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45589,megawatthours
2023-11-03T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44134,megawatthours
2023-11-02T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43226,megawatthours
2023-11-02T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42691,megawatthours
2023-11-02T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42358,megawatthours
2023-11-02T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42454,megawatthours
2023-11-02T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43145,megawatthours
2023-11-02T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44186,megawatthours
2023-11-02T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45673,megawatthours
2023-11-02T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47935,megawatthours
2023-11-02T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49875,megawatthours
2023-11-02T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51673,megawatthours
2023-11-02T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52357,megawatthours
2023-11-02T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50455,megawatthours
2023-11-02T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46646,megawatthours
2023-11-02T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43964,megawatthours
2023-11-02T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42631,megawatthours
2023-11-02T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42222,megawatthours
2023-11-02T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42166,megawatthours
2023-11-02T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42379,megawatthours
2023-11-02T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43348,megawatthours
2023-11-02T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44967,megawatthours
2023-11-02T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46495,megawatthours
2023-11-02T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47018,megawatthours
2023-11-02T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46846,megawatthours
2023-11-02T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45028,megawatthours
2023-11-01T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43644,megawatthours
2023-11-01T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42782,megawatthours
2023-11-01T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42546,megawatthours
2023-11-01T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42999,megawatthours
2023-11-01T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43795,megawatthours
2023-11-01T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44894,megawatthours
2023-11-01T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46556,megawatthours
2023-11-01T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48518,megawatthours
2023-11-01T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50332,megawatthours
2023-11-01T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52342,megawatthours
2023-11-01T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52910,megawatthours
2023-11-01T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50970,megawatthours
2023-11-01T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47208,megawatthours
2023-11-01T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44367,megawatthours
2023-11-01T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42812,megawatthours
2023-11-01T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42211,megawatthours
2023-11-01T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42123,megawatthours
2023-11-01T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42382,megawatthours
2023-11-01T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43253,megawatthours
2023-11-01T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44977,megawatthours
2023-11-01T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46287,megawatthours
2023-11-01T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46112,megawatthours
2023-11-01T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45345,megawatthours
2023-11-01T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44712,megawatthours
2023-10-31T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44122,megawatthours
2023-10-31T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43843,megawatthours
2023-10-31T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43495,megawatthours
2023-10-31T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44392,megawatthours
2023-10-31T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45307,megawatthours
2023-10-31T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46756,megawatthours
2023-10-31T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48561,megawatthours
2023-10-31T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49793,megawatthours
2023-10-31T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50684,megawatthours
